targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
HE0439-5254,613,UGC05470,4,"('70.05', '-52.805')","('152.11708', '12.30639')",0.0,0.0,14.898141370053176,0.7155417527999328,414.79457029633716,x,534.0,285.0,-328.0,0.25,x,0.8,0.6,41.0,80.0,44.3,586.34,dE.3...,0.83,80.0,E;dSph,E;dSph,0.000951,1.053,x,?,False,False,613,"506, 676",154,3.27E+13,61.3,Lya,hard to fit cont : VIRIAL AND CUSTOM INCLUDE MISMATCH
HE0439-5254,1005,NGC1705,4,"('70.05', '-52.805')","('73.55625', '-53.36106')",1.9517505048236704e-20,0.0,29.941368737561735,3.263127334322092,193.86516078895565,x,510.0,633.0,-372.0,5.1,x,2.2,1.7,41.0,78.0,26.7,114.33,.LA.-P*,-99.99,50.0,SA0-_pec:;HII_BCDG,SA0-_pec:;HII_BCDG,0.002112,1.053,x,?,False,False,1005,"959, 1045",55,1.10E+13,31.2,Lya,hard to fit cont : VIRIAL AND CUSTOM INCLUDE MISMATCH
HE0439-5254,1148,NGC1566,3,"('70.05', '-52.805')","('65.00175', '-54.93781')",4.6652874866874e-09,2.1133728317522134e-27,114.13979475351596,59.84627807976032,456.7690963051297,x,1361.0,1504.0,356.0,7.15,x,15.3,10.5,46.0,170.0,65.0,499.06,.SXS4..,0.79,60.0,(R'_1)SAB(rs)bcSy1,(R'_1)SAB(rs)bcSy1,0.005017,1.053,x,?,False,False,1148,"1090, 1194",72,1.46E+13,42.5,Lya,hard to fit cont : VIRIAL AND CUSTOM INCLUDE MISMATCH
HE0439-5254,1649,NGC1566GROUP:[KKF2005]17,3,"('70.05', '-52.805')","('69.90367', '-53.01264')",0.941734157179902,0.05359522865282539,109.98764963207289,55.214355017513334,94.11205800891707,x,1545.0,1678.0,29.0,23.9,x,14.5,3.3,77.0,28.0,4.9,116.99,.S?....,0.74,28.0,S?,S?,0.005597,1.053,x,?,True,True,1649,"1554, 1752",501,2.09E+14,52.7,Lya,hard to fit cont
HE0439-5254,3853,PGC015802,1,"('70.05', '-52.805')","('70.18337', '-52.75828')",1.0727613710689936,0.08181833326804908,108.938619092996,54.07593734740065,85.41865492873481,x,3738.0,3871.0,18.0,52.5,x,14.3,2.7,79.0,35.0,24.9,99.58,.S.4*P/,0.19,64.0,Sbc:_pec_sp,Sbc:_pec_sp,0.012912,1.053,x,?,True,True,3853,"3777, 3923",322,1.03E+14,41.5,Lya,hard to fit cont : ONLY 1 GALAXY
HE0439-5254,4656.0,x,0,"('70.05', '-52.805')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1.053,x,False,False,False,4656,"4614, 4690",64,1.33E+13,29.8,Lya,hard to fit cont : NO GALAXIES
HE0439-5254,5291.0,x,0,"('70.05', '-52.805')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1.053,x,False,False,False,5291,"5249, 5319",40,8.04E+12,23.5,Lya,hard to fit cont : NO GALAXIES
HE0439-5254,5879,ADF-S051,1,"('70.05', '-52.805')","('69.72732', '-52.86293')",-99.99,-99.99,-99.99,-99.99,293.0381484317666,x,5862.0,5996.0,117.0,82.56,x,-99.99,-99.99,-99,-99,7.5,-99.99,x,-99.99,-99,x,x,0.02,1.053,x,?,False,False,5879,"5840, 5912",38,7.49E+12,28.9,Lya,hard to fit cont : ONLY 1 GALAXY
HE0439-5254,6348,ADF-S051,1,"('70.05', '-52.805')","('69.72732', '-52.86293')",-99.99,-99.99,-99.99,-99.99,293.0381484317666,x,5862.0,5996.0,-352.0,82.56,x,-99.99,-99.99,-99,-99,7.5,-99.99,x,-99.99,-99,x,x,0.02,1.053,x,?,False,False,6348,"6312, 6380",42,8.59E+12,23.8,Lya,hard to fit cont : ONLY 1 GALAXY
HE0439-5254,8063.0,x,0,"('70.05', '-52.805')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1.053,x,False,False,False,8063,"8034, 8088",33,6.58E+12,18.4,Lya,hard to fit cont : NO GALAXIES
H1101-232,1182,NGC3513,6,"('165.90708333333333', '-23.491944444444446')","('165.942', '-23.2455')",1.684673648450118,1.4230177997163371,147.10609559527887,103.89350797812153,60.29112701743224,x,1419.0,1194.0,12.0,13.9,x,22.1,19.2,30.0,120.0,67.4,169.1,.SBT5..,0.83,75.0,SB(s)c_HII,SB(s)c_HII,0.003983,0.186,x,?,False,False,1182,"1038, 1286",635,2.79E+14,69.5,Lya,r:Lya at 1203 : VIRIAL AND CUSTOM INCLUDE MISMATCH
H1101-232,2117,IC2627,1,"('165.90708333333333', '-23.491944444444446')","('167.47246', '-23.72594')",0.008131436029123392,2.7810594411062623e-205,28.035654353601306,2.8284271247461903,61.383312853885734,x,2316.0,2090.0,-27.0,2.42,x,2.0,1.6,39.0,20.0,79.3,161.49,.SAS4*.,0.87,-99,SAB(rs?)bc_HII,SAB(rs?)bc_HII,0.006971,0.186,x,?,False,False,2117,"2058, 2142",46,9.29E+12,34.6,Lya,super weak : ONLY 1 GALAXY
H1101-232,3565,MCG-04-26-019,2,"('165.90708333333333', '-23.491944444444446')","('165.70883', '-23.59161')",0.3114065777109085,0.21658154676442248,174.8999376400109,151.34828707322723,181.97629541680266,x,3846.0,3623.0,58.0,50.3,x,28.4,11.9,65.0,35.0,26.3,90.81,PSXT2..,-99.99,30.0,(R:)SA:(s)ab_HII,(R:)SA:(s)ab_HII,0.012086,0.186,x,?,True,True,3565,"3460, 3678",563,2.79E+14,56.1,Lya,in pilot paper as 3580
H1101-232,5835.0,x,0,"('165.9070833', '-23.49194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.186,x,False,False,False,5835,"5793, 5877",38,7.58E+12,29.4,Lya,super weak : NO GALAXIES
H1101-232,8860.0,x,0,"('165.9070833', '-23.49194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.186,x,False,False,False,8860,"8833, 8889",37,7.43E+12,21.7,Lya,weak : NO GALAXIES
SDSSJ112005.00+041323.0,2285,NGC3633,4,"('170.02083333333334', '4.223055555555556')","('170.10924', '3.58561')",1.8286208673273965e-07,1.7378790762482574e-17,128.17349203645304,77.0048115379812,462.73841228917854,x,2884.0,2600.0,315.0,41.2,x,18.1,6.5,69.0,70.0,77.9,72.14,.SA.1*/,-99.99,72.0,SAa:_sp_HII,SAa:_sp_HII,0.008673,0.54689,x,?,False,False,2285,"2276, 2300",27,6.28E+12,8.4,Lya,"very narrow, weak : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SDSSJ112005.00+041323.0,2578,NGC3633,4,"('170.02083333333334', '4.223055555555556')","('170.10924', '3.58561')",2.1586908831204496e-06,2.051570002778069e-16,128.17349203645304,77.0048115379812,462.73841228917854,x,2884.0,2600.0,22.0,41.2,x,18.1,6.5,69.0,70.0,77.9,72.14,.SA.1*/,-99.99,72.0,SAa:_sp_HII,SAa:_sp_HII,0.008673,0.54689,x,?,False,False,2578,"2528, 2612",116,2.69E+01,30.8,Lya, : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ112005.00+041323.0,6096.0,x,0,"('170.0208333', '4.223055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.54689,x,False,False,False,6096,"6058, 6146",171,4.54E+13,29.9,Lya, : NO GALAXIES
SDSSJ112005.00+041323.0,8810.0,x,0,"('170.0208333', '4.223055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.54689,x,False,False,False,8810,"8754, 8862",157,3.70E+13,38.6,Lya, : NO GALAXIES
SDSSJ112005.00+041323.0,9533.0,x,0,"('170.0208333', '4.223055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.54689,x,False,False,False,9533,"9473, 9607",255,6.54E+13,48.2,Lya, : NO GALAXIES
RX_J1121.2+0326,1471,NGC3640,25,"('170.30833333333334', '3.4297222222222223')","('170.27854', '3.23483')",0.769889264188177,0.7102575781549482,171.91391896736113,145.7872868257037,78.10849224941208,x,1582.0,1298.0,-173.0,22.7,x,27.7,22.2,37.0,100.0,88.7,238.86,.E.3...,1.0,100.0,E3,E3,0.00433,0.152,x,?,True,True,1471,"1440, 1498",234,5.03E+13,24.6,Lya,noisy
RX_J1121.2+0326,2605,NGC3633,2,"('170.30833333333334', '3.4297222222222223')","('170.10924', '3.58561')",0.1342052807750262,0.0038366488910329894,128.17349203645304,77.0048115379812,181.61599049680822,x,2884.0,2600.0,-5.0,41.2,x,18.1,6.5,69.0,70.0,58.1,72.14,.SA.1*/,0.33,72.0,SAa:_sp_HII,SAa:_sp_HII,0.008673,0.152,x,?,True,False,2605,"2546, 2666",180,4.41E+13,39.4,Lya,noisy : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J1121.2+0326,6384.0,x,0,"('170.3083333', '3.429722222')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.152,x,False,False,False,6384,"6334, 6432",159,4.06E+13,31.9,Lya,noisy : NO GALAXIES
RX_J1121.2+0326,6975,PGC034796,1,"('170.30833333333334', '3.4297222222222223')","('170.36231', '3.44491')",1.2292065508122771,1.0288887878757145,166.30553723674035,135.64565603070375,98.8858513998737,x,7186.0,6902.0,-73.0,101.21,x,26.4,12.9,61.0,145.0,70.7,-99.99,x,-99.99,-99,Scd,Scd,0.023022,0.152,x,?,True,True,6975,"6770, 7110",744,2.20E+14,119.6,Lya,"noisy, possibly blended? : ONLY 1 GALAXY"
SDSSJ112224.10+031802.0,1049,NGC3640,11,"('170.60041666666666', '3.3005555555555555')","('170.27854', '3.23483')",0.23971927172991842,0.19177288860163932,171.91391896736113,145.7872868257037,129.95247320333513,x,1582.0,1298.0,249.0,22.7,x,27.7,22.2,37.0,100.0,21.6,238.86,.E.3...,-99.99,100.0,E3,E3,0.00433,0.47528,x,?,True,True,1049,"977, 1111",300,9.87E+13,42.4,Lya,in pilot set
SDSSJ112224.10+031802.0,1264,NGC3640,21,"('170.60041666666666', '3.3005555555555555')","('170.27854', '3.23483')",1.0972842446249973,0.8778158205231219,171.91391896736113,145.7872868257037,129.95247320333513,x,1582.0,1298.0,34.0,22.7,x,27.7,22.2,37.0,100.0,21.6,238.86,.E.3...,-99.99,100.0,E3,E3,0.00433,0.47528,x,?,True,True,1264,"1180, 1360",433,1.56E+14,56.1,Lya,in pilot set
SDSSJ112224.10+031802.0,8872,SDSSJ112230.40+031545.8,1,"('170.60041666666666', '3.3005555555555555')","('170.62667', '3.26275')",0.8995244029320364,0.09497682185708411,121.74843978037151,68.8595091472485,104.12419396654934,x,9208.0,8924.0,52.0,129.69,x,16.8,9.4,56.0,148.0,2.7,-99.99,x,-99.99,-99,x,x,0.029767,0.47528,x,?,True,True,8872,"8770, 8964",435,1.41E+14,56.6,Lya,in pilot set : ONLY 1 GALAXY
SDSSJ112224.10+031802.0,9890.0,x,0,"('170.6004167', '3.300555556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.47528,x,False,False,False,9890,"9822, 9960",56,1.10E+13,52.6,Lya,in pilot set : NO GALAXIES
SDSSJ112224.10+031802.0,10193.0,x,0,"('170.6004167', '3.300555556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.47528,x,False,False,False,10193,"10139, 10243",181,4.53E+13,36,Lya,"in pilot set, outside window : NO GALAXIES"
3C273.0,1013,NGC4517,15,"('187.27791666666667', '2.0525')","('188.18996', '0.11503')",0.03401658814649303,0.04709645723502604,207.56778682516213,219.60998155821605,362.518312519479,x,1420.0,1128.0,115.0,9.7,x,36.4,5.8,81.0,83.0,71.8,628.28,.SAS6*/,-99.99,83.0,SA(s)cd:_sp_HII,SA(s)cd:_sp_HII,0.003764,0.15834,x,?,True,True,1013,"910, 1116",382,1.36E+14,44.3,Lya,in pilot paper
3C273.0,1580,NGC4527,30,"('187.27791666666667', '2.0525')","('188.53509', '2.65366')",0.02395378737128928,0.015429862809216346,187.03616663496922,175.11224114835605,330.5426430509268,x,2031.0,1736.0,156.0,13.6,x,31.3,10.7,70.0,70.0,5.6,369.96,.SXS4..,0.36,67.0,SAB(s)bc;HII_LINER,SAB(s)bc;HII_LINER,0.005791,0.15834,x,?,False,True,1580,"1482, 1700",369,1.43E+14,42,Lya,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
3C273.0,2156,NGC4536,7,"('187.27791666666667', '2.0525')","('188.61271', '2.18814')",0.0011349368690031418,0.0004459849118278236,179.96633842111865,161.04141082342767,348.66954715361874,x,2103.0,1808.0,-348.0,14.9,x,29.6,15.4,59.0,95.0,10.8,455.15,.SXT4..,-99.99,130.0,SAB(rs)bc;HII_Sbrst,SAB(rs)bc;HII_Sbrst,0.006031,0.15834,x,?,False,False,2156,"2089, 2243",42,7.95E+12,57.9,Lya,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
3C273.0,2267,NGC4385,3,"('187.27791666666667', '2.0525')","('186.42835', '0.57262')",1.4687868237431411e-09,1.0860702764947878e-193,52.75811898352246,11.180339887498949,235.5613327822267,x,2433.0,2140.0,-127.0,7.91,x,5.0,2.3,63.0,100.0,70.2,131.27,.LBT+*.,-99.99,82.0,SB(rs)0+:;HII_Sbrst,SB(rs)0+:;HII_Sbrst,0.007138,0.15834,x,?,False,False,2267,"2244, 2344",27,5.07E+12,36.1,Lya,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
3C273.0,7857.0,x,0,"('187.2779167', '2.0525')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.15834,x,False,False,False,7857,"7810, 7912",42,8.28E+12,30.6,Lya,in pilot paper : NO GALAXIES
3C273.0,8828,3C273:[PWC2011]1611,3,"('187.27791666666667', '2.0525')","('187.373', '2.19736')",7.136786897284713e-05,1.566286414170871e-08,144.33861620616153,99.69139882657882,400.1184587909377,x,9396.0,9101.0,273.0,132.33,x,21.5,11.2,59.0,144.0,69.3,-99.99,x,-99.99,-99,x,x,0.030358,0.15834,x,?,False,False,8828,"8738, 8922",138,2.95E+13,49.9,Lya,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
3C273.0,9835,3C273:[PWC2011]0288,1,"('187.27791666666667', '2.0525')","('187.12675', '2.1085')",2.3224810091782863e-06,2.393465997970288e-22,111.55282773524318,56.93673682254718,401.71371401898693,x,10144.0,9849.0,14.0,142.86,x,14.8,12.6,32.0,132.0,21.7,-99.99,x,-99.99,-99,x,x,0.032853,0.15834,x,?,False,False,9835,"9782, 9884",39,7.69E+12,30,Lya,in pilot paper : ONLY 1 GALAXY
HE1228+0131,1176,NGC4517,23,"('187.70833333333334', '1.256388888888889')","('188.18996', '0.11503')",0.3401077816655498,0.758467776503761,207.56778682516213,219.60998155821605,209.7249045072657,x,1420.0,1128.0,-48.0,9.7,x,36.4,5.8,81.0,83.0,74.1,628.28,.SAS6*/,0.54,83.0,SA(s)cd:_sp_HII,SA(s)cd:_sp_HII,0.003764,0.117,x,?,True,True,1176,"1157, 1205",9,1.75E+12,18.4,Lya,"in pilot paper, very weak"
HE1228+0131,1495,NGC4517,30,"('187.70833333333334', '1.256388888888889')","('188.18996', '0.11503')",0.01242409301171796,0.02770672918898445,207.56778682516213,219.60998155821605,209.7249045072657,x,1420.0,1128.0,-367.0,9.7,x,36.4,5.8,81.0,83.0,74.1,628.28,.SAS6*/,0.36,83.0,SA(s)cd:_sp_HII,SA(s)cd:_sp_HII,0.003764,0.117,x,?,False,True,1495,"1426, 1558",160,3.99E+13,33.6,Lya,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
HE1228+0131,1571,NGC4527,25,"('187.70833333333334', '1.256388888888889')","('188.53509', '2.65366')",0.0072656561215643034,0.003996867158075499,187.03616663496922,175.11224114835605,385.3113758018855,x,2031.0,1736.0,165.0,13.6,x,31.3,10.7,70.0,70.0,39.4,369.96,.SXS4..,0.36,67.0,SAB(s)bc;HII_LINER,SAB(s)bc;HII_LINER,0.005791,0.117,x,?,False,False,1571,"1558, 1602",23,4.57E+12,17.9,Lya,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
HE1228+0131,1686,NGC4536,22,"('187.70833333333334', '1.256388888888889')","('188.61271', '2.18814')",0.020422396120888368,0.008507533645634566,179.96633842111865,161.04141082342767,337.59992494886507,x,2103.0,1808.0,122.0,14.9,x,29.6,15.4,59.0,95.0,50.9,455.15,.SXT4..,0.36,130.0,SAB(rs)bc;HII_Sbrst,SAB(rs)bc;HII_Sbrst,0.006031,0.117,x,?,False,False,1686,"1602, 1720",321,1.68E+14,34,Lya,"in pilot paper, totally blended with 1721 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
HE1228+0131,1721,NGC4536,19,"('187.70833333333334', '1.256388888888889')","('188.61271', '2.18814')",0.02452044226264005,0.010214692062596991,179.96633842111865,161.04141082342767,337.59992494886507,x,2103.0,1808.0,87.0,14.9,x,29.6,15.4,59.0,95.0,50.9,455.15,.SXT4..,0.36,130.0,SAB(rs)bc;HII_Sbrst,SAB(rs)bc;HII_Sbrst,0.006031,0.117,x,?,False,False,1721,"1720, 1830",303,1.54E+14,33,Lya,"in pilot paper, totally blended with 1686 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
HE1228+0131,1854,NGC4536,20,"('187.70833333333334', '1.256388888888889')","('188.61271', '2.18814')",0.028101758310732576,0.011706591768902014,179.96633842111865,161.04141082342767,337.59992494886507,x,2103.0,1808.0,-46.0,14.9,x,29.6,15.4,59.0,95.0,50.9,455.15,.SXT4..,0.1,130.0,SAB(rs)bc;HII_Sbrst,SAB(rs)bc;HII_Sbrst,0.006031,0.117,x,?,False,False,1854,"1830, 1950",78,1.60E+13,41.3,Lya,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
HE1228+0131,2311,UGC07625,6,"('187.70833333333334', '1.256388888888889')","('187.38654', '0.83964')",4.849381556513507e-06,2.3913966730797757e-25,102.54563860403421,47.4140380056371,356.5350434168371,x,2527.0,2234.0,-77.0,38.8,x,13.1,1.3,84.0,73.0,35.3,54.72,.S..9?/,-99.99,73.0,Sd(f),Sd(f),0.007452,0.117,x,?,False,False,2311,"2222, 2408",343,1.26E+14,39.3,Lya,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
HE1228+0131,7553.0,x,0,"('187.7083333', '1.256388889')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.117,x,False,False,False,7553,"7506, 7624",61,1.22E+13,34.9,Lya,in pilot paper : NO GALAXIES
HE1228+0131,9240,2PIGGNGPGALB+3.26383+0.02704,1,"('187.70833333333334', '1.256388888888889')","('187.64345', '1.27345')",0.17892999597488937,0.009950512581780474,126.70384711653799,75.0982822706352,158.49307374498053,x,9613.0,9319.0,79.0,135.39,x,17.8,15.7,28.0,45.0,59.7,-99.99,x,-99.99,-99,x,x,0.031084,0.117,x,?,True,False,9240,"9134, 9310",248,6.04E+13,53.8,Lya,"in pilot paper, blended with 9351 : ONLY 1 GALAXY"
HE1228+0131,9351,2PIGGNGPGALB+3.26383+0.02704,1,"('187.70833333333334', '1.256388888888889')","('187.64345', '1.27345')",0.20385717893716912,0.01133674324893657,126.70384711653799,75.0982822706352,158.49307374498053,x,9613.0,9319.0,-32.0,135.39,x,17.8,15.7,28.0,45.0,59.7,-99.99,x,-99.99,-99,x,x,0.031084,0.117,x,?,True,True,9351,"9310, 9380",124,3.01E+13,27.9,Lya,"in pilot paper, blended with 9240 and SII : ONLY 1 GALAXY"
HE1228+0131,9568,2PIGGNGPGALB+3.26383+0.02704,1,"('187.70833333333334', '1.256388888888889')","('187.64345', '1.27345')",0.04438913114360723,0.0024685330457435077,126.70384711653799,75.0982822706352,158.49307374498053,x,9613.0,9319.0,-249.0,135.39,x,17.8,15.7,28.0,45.0,59.7,-99.99,x,-99.99,-99,x,x,0.031084,0.117,x,?,True,False,9568,"9522, 9618",32,6.20E+12,31.5,no,in pilot paper : ONLY 1 GALAXY
HE1228+0131,9716,2PIGGNGPGALB+3.26383+0.02704,1,"('187.70833333333334', '1.256388888888889')","('187.64345', '1.27345')",0.004066548663216796,0.00022614566896564373,126.70384711653799,75.0982822706352,158.49307374498053,x,9613.0,9319.0,-397.0,135.39,x,17.8,15.7,28.0,45.0,59.7,-99.99,x,-99.99,-99,x,x,0.031084,0.117,x,?,False,False,9716,"9700, 9754",11,2.07E+12,21,Lya,"in pilot paper, extremely weak/dubious : ONLY 1 GALAXY"
LBQS1230-0015,1127,NGC4517,13,"('188.26708333333335', '-0.5261111111111111')","('188.18996', '0.11503')",1.5154469495005556,1.5609579978726662,207.56778682516213,219.60998155821605,109.32573241978302,x,1420.0,1128.0,1.0,9.7,x,36.4,5.8,81.0,83.0,89.9,628.28,.SAS6*/,0.66,83.0,SA(s)cd:_sp_HII,SA(s)cd:_sp_HII,0.003764,0.47095,x,?,True,True,1127,"1027, 1165",388,1.82E+14,42.9,Lya,"in pilot paper, blended with 1163"
LBQS1230-0015,1163,NGC4517,14,"('188.26708333333335', '-0.5261111111111111')","('188.18996', '0.11503')",1.4697765929040765,1.5139160948760186,207.56778682516213,219.60998155821605,109.32573241978302,x,1420.0,1128.0,-35.0,9.7,x,36.4,5.8,81.0,83.0,89.9,628.28,.SAS6*/,-99.99,83.0,SA(s)cd:_sp_HII,SA(s)cd:_sp_HII,0.003764,0.47095,x,?,True,True,1163,"1164, 1226",100,2.75E+13,19.7,Lya,"in pilot paper, blended with 1127"
LBQS1230-0015,2406,NGC4385,2,"('188.26708333333335', '-0.5261111111111111')","('186.42835', '0.57262')",3.87073232434339e-15,2.608456283290555e-305,52.75811898352246,11.180339887498949,295.71117555377685,x,2433.0,2140.0,-266.0,7.91,x,5.0,2.3,63.0,100.0,20.9,131.27,.LBT+*.,-99.99,82.0,SB(rs)0+:;HII_Sbrst,SB(rs)0+:;HII_Sbrst,0.007138,0.47095,x,?,False,False,2406,"2372, 2442",107,2.55E+13,24.9,Lya,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
LBQS1230-0015,4308.0,x,0,"('188.2670833', '-0.526111111')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.47095,x,False,False,False,4308,"4273, 4333",28,5.48E+12,24.7,Lya,"in pilot paper, super weak/dubious : NO GALAXIES"
LBQS1230-0015,4678.0,x,0,"('188.2670833', '-0.526111111')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.47095,x,False,False,False,4678,"4665, 4697",15,2.99E+12,10.5,Lya,"in pilot paper, super weak/dubious : NO GALAXIES"
LBQS1230-0015,6828,2PIGGNGPGALB+3.27437-0.00740,1,"('188.26708333333335', '-0.5261111111111111')","('188.24852', '-0.69954')",2.5109722196832803e-08,7.504134618154595e-47,85.11380382023764,31.622776601683793,320.79872228495174,x,7482.0,7191.0,363.0,105.38,x,10.0,7.4,42.0,77.0,70.9,-99.99,x,-99.99,-99,x,x,0.023985,0.47095,x,?,False,False,6828,"6756, 6890",186,4.71E+13,37.9,Lya,in pilot paper : ONLY 1 GALAXY
PG1302-102,1313,UGCA330,8,"('196.3875', '-10.555555555555555')","('197.44792', '-10.32')",3.660254575213893e-06,1.343157850011724e-19,115.67938547921628,61.615063093370274,404.92333930666894,x,1481.0,1210.0,-103.0,21.7,x,15.6,15.6,0.0,-99,3.7,177.07,.SXS7*.,-99.99,-99,SAB(s)d:_Sy2,SAB(s)d:_Sy2,0.004037,0.2784,x,?,False,False,1313,"1238, 1404",332,1.25E+14,37.5,Lya,in pilot paper : VIRIAL AND CUSTOM INCLUDE MISMATCH
PG1302-102,3448,NGC4939,1,"('196.3875', '-10.555555555555555')","('196.05996', '-10.33961')",0.01678238176008955,0.04789639471554431,228.73239418747616,271.21957709575463,253.81316146022763,x,3382.0,3110.0,-338.0,37.5,x,41.9,28.9,46.0,5.0,61.2,329.72,.SAS4..,0.51,10.0,SA(s)bc_Sy2,SA(s)bc_Sy2,0.010374,0.2784,x,?,True,True,3448,"3402, 3492",72,1.50E+13,29.4,Lya,in pilot paper : ONLY 1 GALAXY
PG1302-102,5857.0,x,0,"('196.3875', '-10.55527778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,5857,"5824, 5894",52,1.06E+13,23.1,Lya,in pilot paper : NO GALAXIES
PG1302-102,6596.0,x,0,"('196.3875', '-10.55527778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,6596,"6544, 6640",60,1.22E+13,30.7,Lya,in pilot paper : NO GALAXIES
PG1302-102,7573,GALEXASCJ130558.02-102450.3,1,"('196.3875', '-10.555555555555555')","('196.49167', '-10.41389')",-99.99,-99.99,-99.99,-99.99,336.4483390238495,x,7829.0,7558.0,-15.0,110.27,x,-99.99,-99.99,-99,-99,45.1,-99.99,x,-99.99,-99,x,x,0.02521,0.2784,x,?,False,False,7573,"7540, 7608",44,8.91E+12,23.1,Lya,in pilot paper : ONLY 1 GALAXY
PG1302-102,7744,GALEXASCJ130558.02-102450.3,1,"('196.3875', '-10.555555555555555')","('196.49167', '-10.41389')",-99.99,-99.99,-99.99,-99.99,336.4483390238495,x,7829.0,7558.0,-186.0,110.27,x,-99.99,-99.99,-99,-99,45.1,-99.99,x,-99.99,-99,x,x,0.02521,0.2784,x,?,False,False,7744,"7696, 7782",27,5.16E+12,29.8,Lya,"not in pilot paper, weak : ONLY 1 GALAXY"
PG1302-102,8516.0,x,0,"('196.3875', '-10.55527778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,8516,"8496, 8526",8,1.46E+12,12.2,Lya,"not in pilot paper, weak : NO GALAXIES"
PG1302-102,9805.0,x,0,"('196.3875', '-10.55527778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,9805,"9774, 9816",21,4.14E+12,16.1,Lya,in pilot paper : NO GALAXIES
PG1302-102,9856.0,x,0,"('196.3875', '-10.55527778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,9856,"9825, 9885",35,6.98E+12,21.5,Lya,in pilot paper : NO GALAXIES
